"Qubit","T1 (us)","T2 (us)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","RX error ","Z-axis rotation (rz) error ","âˆšx (sx) error ","Pauli-X error ","CZ error ","RZZ error ","Gate time (ns)","Operational"
"78","231.99965309308106","228.48737249587495","0.00537109375","0.00927734375","0.00146484375","2600","0.0002077206406578379","0.0002077206406578379","0","0.0002077206406578379","0.0002077206406578379","78_69:0.0023972321979857103;78_89:0.0018388401129904586","78_69:0.0023223664154385093;78_89:0.0023463370746070744","78_69:68;78_89:68","true"
"79","200.58346114753158","352.3525451116975","0.013916015625","0.01904296875","0.0087890625","2600","0.00014089314048685962","0.00014089314048685962","0","0.00014089314048685962","0.00014089314048685962","79_93:0.0018675372147778924;79_73:0.0018771367494790359","79_93:0.0033881216934050773;79_73:0.0027064323686803726","79_93:68;79_73:68","true"
"80","175.6103309598764","129.95031296445916","0.004638671875","0.0068359375","0.00244140625","2600","0.0001931923662049137","0.0001931923662049137","0","0.0001931923662049137","0.0001931923662049137","80_81:0.0027608582711087237","80_81:0.002582538379659105","80_81:68","true"
"81","168.64077076608396","135.34108926769457","0.00390625","0.00732421875","0.00048828125","2600","0.000525907753187137","0.000525907753187137","0","0.000525907753187137","0.000525907753187137","81_80:0.0027608582711087237;81_82:0.0031037307703786765;81_76:0.004744683252945137","81_80:0.002582538379659105;81_82:0.002373848987574312;81_76:0.006219882313949515","81_80:68;81_82:68;81_76:68","true"
"82","134.6534038647297","162.29319511948356","0.00390625","0.00634765625","0.00146484375","2600","0.0002964022702376646","0.0002964022702376646","0","0.0002964022702376646","0.0002964022702376646","82_81:0.0031037307703786765;82_83:0.002957224295176031","82_81:0.002373848987574312;82_83:1","82_81:68;82_83:68","true"
"83","322.6951195160856","285.9996302110513","0.01171875","0.01025390625","0.01318359375","2600","0.0001300134868817447","0.0001300134868817447","0","0.0001300134868817447","0.0001300134868817447","83_96:0.0029255312266350253;83_82:0.002957224295176031;83_84:0.0022184219862519394","83_96:1;83_82:1;83_84:0.003100510240854365","83_96:68;83_82:68;83_84:68","true"
"84","293.99456197986984","421.74853934046484","0.013671875","0.01318359375","0.01416015625","2600","0.00016060043763081662","0.00016060043763081662","0","0.00016060043763081662","0.00016060043763081662","84_83:0.0022184219862519394;84_85:0.005510018130034489","84_83:0.003100510240854365;84_85:0.007595820124960712","84_83:68;84_85:68","true"
"85","299.7987583796034","325.77141922392974","0.00439453125","0.00537109375","0.00341796875","2600","0.0000976110257353372","0.0000976110257353372","0","0.0000976110257353372","0.0000976110257353372","85_77:0.005071784689435033;85_86:0.013368440244093727;85_84:0.005510018130034489","85_77:0.0033119464195756065;85_86:1;85_84:0.007595820124960712","85_77:68;85_86:68;85_84:68","true"
"86","199.76322615683324","198.64887992602314","0.007080078125","0.00830078125","0.005859375","2600","0.0003744709376727776","0.0003744709376727776","0","0.0003744709376727776","0.0003744709376727776","86_85:0.013368440244093727;86_87:0.01257269499425967","86_85:1;86_87:1","86_85:68;86_87:168","true"
"87","139.65525306598303","190.45422639300497","0.005615234375","0.0078125","0.00341796875","2600","0.00013017093793404882","0.00013017093793404882","0","0.00013017093793404882","0.00013017093793404882","87_86:0.01257269499425967;87_88:0.009402083690466634;87_97:0.011486471185758018","87_86:1;87_88:1;87_97:0.0036330238981285568","87_86:168;87_88:108;87_97:84","true"
"88","337.63812592374205","373.0967987747965","0.0068359375","0.00830078125","0.00537109375","2600","0.00011923288535223002","0.00011923288535223002","0","0.00011923288535223002","0.00011923288535223002","88_87:0.009402083690466634;88_89:0.0010076000713971633","88_87:1;88_89:0.0014369007887353458","88_87:108;88_89:68","true"
"89","261.6877355963551","316.2645496726099","0.00439453125","0.0068359375","0.001953125","2600","0.0006676832012421231","0.0006676832012421231","0","0.0006676832012421231","0.0006676832012421231","89_90:0.0019214973661421109;89_88:0.0010076000713971633;89_78:0.0018388401129904586","89_90:0.0021184119876146434;89_88:0.0014369007887353458;89_78:0.0023463370746070744","89_90:68;89_88:68;89_78:68","true"
"90","322.9908520443128","126.90860997150737","0.003662109375","0.00732421875","0","2600","0.00016306499369215895","0.00016306499369215895","0","0.00016306499369215895","0.00016306499369215895","90_89:0.0019214973661421109;90_91:0.003045797542497064","90_89:0.0021184119876146434;90_91:0.002523635836789856","90_89:68;90_91:68","true"
"91","203.0525755196547","238.31936884493626","0.00732421875","0.0078125","0.0068359375","2600","0.00016381406236432047","0.00016381406236432047","0","0.00016381406236432047","0.00016381406236432047","91_98:0.002916933674313116;91_90:0.003045797542497064;91_92:0.010926356631067058","91_98:0.0030612370956433488;91_90:0.002523635836789856;91_92:1","91_98:68;91_90:68;91_92:68","true"
"92","375.73000470776617","545.8930273442652","0.038818359375","0.041015625","0.03662109375","2600","0.00013046268141752774","0.00013046268141752774","0","0.00013046268141752774","0.00013046268141752774","92_91:0.010926356631067058;92_93:0.0014526667784155456","92_91:1;92_93:0.002266742779436448","92_91:68;92_93:68","true"
"93","216.19372416306123","312.32776091765584","0.003662109375","0.00537109375","0.001953125","2600","0.00014401294317084563","0.00014401294317084563","0","0.00014401294317084563","0.00014401294317084563","93_94:0.0023834328451576847;93_79:0.0018675372147778924;93_92:0.0014526667784155456","93_94:0.001841639263467476;93_79:0.0033881216934050773;93_92:0.002266742779436448","93_94:68;93_79:68;93_92:68","true"
"94","166.3602269755565","164.06070252250979","0.01953125","0.01513671875","0.02392578125","2600","0.0002977427012011031","0.0002977427012011031","0","0.0002977427012011031","0.0002977427012011031","94_93:0.0023834328451576847;94_95:0.0016087098411345369","94_93:0.001841639263467476;94_95:0.002713607753040359","94_93:68;94_95:68","true"
"95","301.90026244996153","338.66410453552805","0.003662109375","0.00537109375","0.001953125","2600","0.00014005325457447715","0.00014005325457447715","0","0.00014005325457447715","0.00014005325457447715","95_99:0.0012262213365190622;95_94:0.0016087098411345369","95_99:1;95_94:0.002713607753040359","95_99:68;95_94:68","true"
"96","167.0077715041173","37.901756008415845","0.0068359375","0.01171875","0.001953125","2600","0.00020624720801582988","0.00020624720801582988","0","0.00020624720801582988","0.00020624720801582988","96_83:0.0029255312266350253;96_103:0.00331978516242315","96_83:1;96_103:0.0038344443659214245","96_83:68;96_103:68","true"
"97","136.5300857387504","270.3431621923058","0.00634765625","0.0107421875","0.001953125","2600","0.0001492873248665122","0.0001492873248665122","0","0.0001492873248665122","0.0001492873248665122","97_87:0.011486471185758018;97_107:0.0021733615358449088","97_87:0.0036330238981285568;97_107:0.0022307023614793198","97_87:84;97_107:68","true"
"98","337.42011813242243","425.75461488708373","0.003173828125","0.00537109375","0.0009765625","2600","0.00009633957485701698","0.00009633957485701698","0","0.00009633957485701698","0.00009633957485701698","98_91:0.002916933674313116;98_111:0.004242780264328838","98_91:0.0030612370956433488;98_111:0.003055786974657304","98_91:68;98_111:68","true"
"99","229.03354943165104","114.75787169680369","0.003662109375","0.005859375","0.00146484375","2600","0.00014147849732835813","0.00014147849732835813","0","0.00014147849732835813","0.00014147849732835813","99_115:0.002128879608010281;99_95:0.0012262213365190622","99_115:0.0020149141428112693;99_95:1","99_115:68;99_95:68","true"
"100","123.71879810753772","59.34419857641028","0.00244140625","0.0048828125","0","2600","0.00011504652725448963","0.00011504652725448963","0","0.00011504652725448963","0.00011504652725448963","100_101:0.001706919121673589","100_101:0.0015482646200093986","100_101:68","true"
"101","191.26270917877278","218.54740731364245","0.009033203125","0.01611328125","0.001953125","2600","0.00020613900277156467","0.00020613900277156467","0","0.00020613900277156467","0.00020613900277156467","101_100:0.001706919121673589;101_116:0.0020021767101353616;101_102:0.002036327509788438","101_100:0.0015482646200093986;101_116:1;101_102:0.0022391310952545873","101_100:68;101_116:68;101_102:68","true"
"102","151.42861169904225","262.5835518742574","0.001220703125","0.001953125","0.00048828125","2600","0.00015467612375540024","0.00015467612375540024","0","0.00015467612375540024","0.00015467612375540024","102_101:0.002036327509788438;102_103:0.002096504947973976","102_101:0.0022391310952545873;102_103:0.0034724537613599338","102_101:68;102_103:68","true"
"103","202.0849043966676","258.68752679080194","0.0068359375","0.01123046875","0.00244140625","2600","0.000198517213292935","0.000198517213292935","0","0.000198517213292935","0.000198517213292935","103_104:0.0035515789034918366;103_96:0.00331978516242315;103_102:0.002096504947973976","103_104:0.0018051855111641257;103_96:0.0038344443659214245;103_102:0.0034724537613599338","103_104:68;103_96:68;103_102:68","true"
"104","272.52054558667436","427.02144173686446","0.005615234375","0.0078125","0.00341796875","2600","0.00014198040599369447","0.00014198040599369447","0","0.00014198040599369447","0.00014198040599369447","104_103:0.0035515789034918366;104_105:0.0023520378489182425","104_103:0.0018051855111641257;104_105:0.002461087889455371","104_103:68;104_105:68","true"
"105","218.11748874144092","152.19806069647467","0.00439453125","0.0078125","0.0009765625","2600","0.00012860380037156498","0.00012860380037156498","0","0.00012860380037156498","0.00012860380037156498","105_104:0.0023520378489182425;105_106:0.0028782286557416104;105_117:0.002461600435955613","105_104:0.002461087889455371;105_106:1;105_117:0.0037243845704750256","105_104:68;105_106:68;105_117:68","true"
"106","203.79888667803283","213.0594226919958","0.010498046875","0.0205078125","0.00048828125","2600","0.0004244843732561867","0.0004244843732561867","0","0.0004244843732561867","0.0004244843732561867","106_107:0.004414684766635091;106_105:0.0028782286557416104","106_107:0.003369480965618482;106_105:1","106_107:68;106_105:68","true"
"107","151.25753542474405","80.18987291963063","0.00927734375","0.01708984375","0.00146484375","2600","0.0001297856023073331","0.0001297856023073331","0","0.0001297856023073331","0.0001297856023073331","107_106:0.004414684766635091;107_108:0.0029641902648762652;107_97:0.0021733615358449088","107_106:0.003369480965618482;107_108:0.0030347341873985245;107_97:0.0022307023614793198","107_106:68;107_108:68;107_97:68","true"
"108","119.09512560327045","23.634996793822147","0.009765625","0.01171875","0.0078125","2600","0.00013079941863066759","0.00013079941863066759","0","0.00013079941863066759","0.00013079941863066759","108_107:0.0029641902648762652;108_109:0.001999016820767918","108_107:0.0030347341873985245;108_109:0.003709427944806859","108_107:68;108_109:68","true"
"109","331.0436648855507","136.30950757037226","0.002197265625","0.00390625","0.00048828125","2600","0.00011423603150932843","0.00011423603150932843","0","0.00011423603150932843","0.00011423603150932843","109_108:0.001999016820767918;109_110:0.04814829848814789;109_118:0.0019174801962456023","109_108:0.003709427944806859;109_110:1;109_118:0.002273293245409841","109_108:68;109_110:68;109_118:68","true"
"110","219.38542471019403","260.9864454581986","0.01416015625","0.02294921875","0.00537109375","2600","0.007113501028887177","0.007113501028887177","0","0.007113501028887177","0.007113501028887177","110_109:0.04814829848814789;110_111:0.039877942482472395","110_109:1;110_111:0.025983806200263526","110_109:68;110_111:68","true"
"111","190.99311863298823","71.88532626240377","0.0048828125","0.00927734375","0.00048828125","2600","0.00020929803630476878","0.00020929803630476878","0","0.00020929803630476878","0.00020929803630476878","111_112:0.0059076659847467905;111_110:0.039877942482472395;111_98:0.004242780264328838","111_112:0.0045734501632796465;111_110:0.025983806200263526;111_98:0.003055786974657304","111_112:68;111_110:68;111_98:68","true"
"112","132.81253698459804","169.76017027834664","0.010498046875","0.01318359375","0.0078125","2600","0.00018749430425882066","0.00018749430425882066","0","0.00018749430425882066","0.00018749430425882066","112_111:0.0059076659847467905;112_113:0.0018643733099448223","112_111:0.0045734501632796465;112_113:0.0020641511561520776","112_111:68;112_113:68","true"
"113","239.80691742796608","345.6745873597889","0.00390625","0.0068359375","0.0009765625","2600","0.00013087098383998268","0.00013087098383998268","0","0.00013087098383998268","0.00013087098383998268","113_119:0.006677439509723215;113_112:0.0018643733099448223;113_114:0.024880200604226355","113_119:1;113_112:0.0020641511561520776;113_114:0.030928932484614202","113_119:68;113_112:68;113_114:68","true"
"114","49.251662518032646","14.902022827326311","0.02587890625","0.03759765625","0.01416015625","2600","0.00547794778564537","0.00547794778564537","0","0.00547794778564537","0.00547794778564537","114_115:0.021501210143308136;114_113:0.024880200604226355","114_115:1;114_113:0.030928932484614202","114_115:68;114_113:68","true"
"115","167.04336621453228","200.91827269284178","0.0068359375","0.01025390625","0.00341796875","2600","0.00017666478001844284","0.00017666478001844284","0","0.00017666478001844284","0.00017666478001844284","115_99:0.002128879608010281;115_114:0.021501210143308136","115_99:0.0020149141428112693;115_114:1","115_99:68;115_114:68","true"
"116","113.30233245023312","47.56854555001299","0.009765625","0.01513671875","0.00439453125","2600","0.00018928284742455325","0.00018928284742455325","0","0.00018928284742455325","0.00018928284742455325","116_101:0.0020021767101353616;116_121:0.0025932258863498037","116_101:1;116_121:0.0038344767905445776","116_101:68;116_121:68","true"
"117","155.67022770318735","274.14113858032687","0.00439453125","0.0078125","0.0009765625","2600","0.0002017095597832237","0.0002017095597832237","0","0.0002017095597832237","0.0002017095597832237","117_105:0.002461600435955613;117_125:0.0022946356880178542","117_105:0.0037243845704750256;117_125:0.002091687006360754","117_105:68;117_125:68","true"
"118","317.670174841019","175.86505578278462","0.0087890625","0.0087890625","0.0087890625","2600","0.00011033519648890859","0.00011033519648890859","0","0.00011033519648890859","0.00011033519648890859","118_109:0.0019174801962456023;118_129:0.0017313831053902273","118_109:0.002273293245409841;118_129:0.003011788235795093","118_109:68;118_129:68","true"
"119","222.5440247926172","14.650524896330255","0.030517578125","0.04638671875","0.0146484375","2600","0.0010469265698917019","0.0010469265698917019","0","0.0010469265698917019","0.0010469265698917019","119_113:0.006677439509723215;119_133:0.008974083774773434","119_113:1;119_133:0.010835916492989955","119_113:68;119_133:68","true"
"120","263.48230688385513","164.66587839617625","0.009765625","0.017578125","0.001953125","2600","0.00013979047424401942","0.00013979047424401942","0","0.00013979047424401942","0.00013979047424401942","120_121:0.0015573560979975087","120_121:0.0017236119623271207","120_121:68","true"
"121","168.66202178665156","117.6739669929832","0.004150390625","0.00830078125","0","2600","0.00015271837555498922","0.00015271837555498922","0","0.00015271837555498922","0.00015271837555498922","121_120:0.0015573560979975087;121_122:0.0026468667012718994;121_116:0.0025932258863498037","121_120:0.0017236119623271207;121_122:1;121_116:0.0038344767905445776","121_120:68;121_122:68;121_116:68","true"
"122","226.34630490682986","302.26510177802277","0.03125","0.06005859375","0.00244140625","2600","0.0002119769846127885","0.0002119769846127885","0","0.0002119769846127885","0.0002119769846127885","122_121:0.0026468667012718994;122_123:0.015392456478065308","122_121:1;122_123:0.0066144457840529025","122_121:68;122_123:68","true"
"123","237.47824387753295","82.11707290504664","0.00830078125","0.01123046875","0.00537109375","2600","0.00010756780700918839","0.00010756780700918839","0","0.00010756780700918839","0.00010756780700918839","123_136:0.0018479797246199747;123_124:0.002529030637124452;123_122:0.015392456478065308","123_136:0.0027100591238094496;123_124:1;123_122:0.0066144457840529025","123_136:68;123_124:68;123_122:68","true"
"124","298.57107908640137","343.05157989687376","0.076416015625","0.14501953125","0.0078125","2600","0.00019426028697369627","0.00019426028697369627","0","0.00019426028697369627","0.00019426028697369627","124_123:0.002529030637124452;124_125:0.0018015616835993509","124_123:1;124_125:0.0023775473010309023","124_123:68;124_125:68","true"
"125","195.09089194241741","205.85999296940946","0.1875","0.00537109375","0.36962890625","2600","0.00014043381958739115","0.00014043381958739115","0","0.00014043381958739115","0.00014043381958739115","125_117:0.0022946356880178542;125_124:0.0018015616835993509;125_126:1","125_117:0.002091687006360754;125_124:0.0023775473010309023;125_126:0.045288980953588714","125_117:68;125_124:68;125_126:68","true"
"126","264.8353066245943","299.82051919635757","0.5","0","1","2600","0.00014838334811619115","0.00014838334811619115","0","0.00014838334811619115","0.00014838334811619115","126_127:1;126_125:1","126_127:1;126_125:0.045288980953588714","126_127:68;126_125:68","true"
"127","237.32748348155607","73.10820389839688","0.010009765625","0.01416015625","0.005859375","2600","0.0001630897422441734","0.0001630897422441734","0","0.0001630897422441734","0.0001630897422441734","127_126:1;127_128:0.002758419032346471;127_137:1","127_126:1;127_128:1;127_137:0.07404269777528974","127_126:68;127_128:68;127_137:128","true"
"128","262.6212087071955","359.34882147157674","0.055419921875","0.0341796875","0.07666015625","2600","0.00010806647520466002","0.00010806647520466002","0","0.00010806647520466002","0.00010806647520466002","128_127:0.002758419032346471;128_129:0.0014598290058042696","128_127:1;128_129:0.002192607112293077","128_127:68;128_129:68","true"
"129","289.51999823729324","141.45055353948362","0.00634765625","0.009765625","0.0029296875","2600","0.00016881230057431824","0.00016881230057431824","0","0.00016881230057431824","0.00016881230057431824","129_130:0.002120672262867218;129_128:0.0014598290058042696;129_118:0.0017313831053902273","129_130:0.0018335281936032455;129_128:0.002192607112293077;129_118:0.003011788235795093","129_130:68;129_128:68;129_118:68","true"
"130","245.98153828327384","340.05105740315815","0.230712890625","0.02783203125","0.43359375","2600","1","1","0","1","1","130_129:0.002120672262867218;130_131:0.001495867846097565","130_129:0.0018335281936032455;130_131:0.0020737608219888737","130_129:68;130_131:68","true"
"131","402.00884664730637","526.1506136955234","0.0078125","0.01123046875","0.00439453125","2600","0.00011393965794446275","0.00011393965794446275","0","0.00011393965794446275","0.00011393965794446275","131_138:0.006425790880392135;131_130:0.001495867846097565;131_132:0.002216809146951937","131_138:1;131_130:0.0020737608219888737;131_132:0.0037164902599947924","131_138:68;131_130:68;131_132:68","true"
"132","235.1442914122416","174.33937248210577","0.043212890625","0.0859375","0.00048828125","2600","0.0001387092102447674","0.0001387092102447674","0","0.0001387092102447674","0.0001387092102447674","132_133:0.0022281378794182793;132_131:0.002216809146951937","132_133:0.0019265291925696648;132_131:0.0037164902599947924","132_133:68;132_131:68","true"
"133","180.59967867560016","282.8424113449387","0.00537109375","0.01025390625","0.00048828125","2600","0.00020044049493362983","0.00020044049493362983","0","0.00020044049493362983","0.00020044049493362983","133_132:0.0022281378794182793;133_134:0.0035290188670604183;133_119:0.008974083774773434","133_132:0.0019265291925696648;133_134:0.0037119471160314;133_119:0.010835916492989955","133_132:68;133_134:68;133_119:68","true"
"134","293.1175782183226","50.0000220078557","0.00634765625","0.00927734375","0.00341796875","2600","0.0001149236602206146","0.0001149236602206146","0","0.0001149236602206146","0.0001149236602206146","134_133:0.0035290188670604183;134_135:1","134_133:0.0037119471160314;134_135:1","134_133:68;134_135:84","true"
"135","","","0.4931640625","0.447265625","0.5390625","2600","1","1","0","1","1","135_134:1;135_139:1","135_134:1;135_139:1","135_134:84;135_139:84","true"
"136","237.26416703023935","211.64625746237974","0.003173828125","0.0048828125","0.00146484375","2600","0.00011738167401077545","0.00011738167401077545","0","0.00011738167401077545","0.00011738167401077545","136_123:0.0018479797246199747;136_143:0.0020624899510354178","136_123:0.0027100591238094496;136_143:0.001958967519943705","136_123:68;136_143:68","true"
"137","98.00374293492811","158.88376018323058","0.009765625","0.0166015625","0.0029296875","2600","0.00019936844854908262","0.00019936844854908262","0","0.00019936844854908262","0.00019936844854908262","137_147:0.0025428999450182177;137_127:1","137_147:0.0024883024638349127;137_127:0.07404269777528974","137_147:68;137_127:128","true"
"138","177.17409372479278","26.797821679107763","0.01611328125","0.03173828125","0.00048828125","2600","0.000818441693541355","0.000818441693541355","0","0.000818441693541355","0.000818441693541355","138_151:0.005512467339759741;138_131:0.006425790880392135","138_151:0.0030260914026479235;138_131:1","138_151:68;138_131:68","true"
"139","267.75211793238265","240.5205586412991","0.017333984375","0.01123046875","0.0234375","2600","0.00010591123441323254","0.00010591123441323254","0","0.00010591123441323254","0.00010591123441323254","139_155:0.0012757980733421048;139_135:1","139_155:0.0021503889221385075;139_135:1","139_155:68;139_135:84","true"
"140","148.172319524787","165.46257144646032","0.04443359375","0.0869140625","0.001953125","2600","0.0007493869263383754","0.0007493869263383754","0","0.0007493869263383754","0.0007493869263383754","140_141:0.007446241565157274","140_141:1","140_141:68","true"
"141","212.92624834761835","254.07823854154125","0.046142578125","0.02880859375","0.0634765625","2600","0.0001407194469004823","0.0001407194469004823","0","0.0001407194469004823","0.0001407194469004823","141_140:0.007446241565157274;141_142:0.0020852725569313058","141_140:1;141_142:0.0020019937991973824","141_140:68;141_142:68","true"
"142","191.77963186319872","237.20798557431536","0.009521484375","0.01220703125","0.0068359375","2600","0.00027637275594850913","0.00027637275594850913","0","0.00027637275594850913","0.00027637275594850913","142_143:0.0024029774119343483;142_141:0.0020852725569313058","142_143:0.0030936257419628965;142_141:0.0020019937991973824","142_143:68;142_141:68","true"
"143","303.20215987505856","67.58463997841069","0.0068359375","0.00830078125","0.00537109375","2600","0.00008460223590713687","0.00008460223590713687","0","0.00008460223590713687","0.00008460223590713687","143_142:0.0024029774119343483;143_144:0.0014585157069659238;143_136:0.0020624899510354178","143_142:0.0030936257419628965;143_144:0.0020135244316304424;143_136:0.001958967519943705","143_142:68;143_144:68;143_136:68","true"
"144","253.77355382422405","211.5274023729631","0.039306640625","0.0751953125","0.00341796875","2600","0.0001401247189148086","0.0001401247189148086","0","0.0001401247189148086","0.0001401247189148086","144_145:0.001883245610031059;144_143:0.0014585157069659238","144_145:1;144_143:0.0020135244316304424","144_145:68;144_143:68","true"
"145","241.8308052187892","211.50946625248855","0.0341796875","0.033203125","0.03515625","2600","0.00011384547544123504","0.00011384547544123504","0","0.00011384547544123504","0.00011384547544123504","145_144:0.001883245610031059;145_146:0.0016465177062099379","145_144:1;145_146:0.0022680558435079767","145_144:68;145_146:68","true"
"146","214.97170040650684","212.81309332561125","0.087890625","0.04638671875","0.12939453125","2600","0.00015472476047855168","0.00015472476047855168","0","0.00015472476047855168","0.00015472476047855168","146_145:0.0016465177062099379;146_147:0.00214594860587769","146_145:0.0022680558435079767;146_147:1","146_145:68;146_147:68","true"
"147","214.23255759759238","169.02825644751428","0.007080078125","0.01220703125","0.001953125","2600","0.0001449866451869186","0.0001449866451869186","0","0.0001449866451869186","0.0001449866451869186","147_148:0.001998399036303611;147_137:0.0025428999450182177;147_146:0.00214594860587769","147_148:0.0015108097470658832;147_137:0.0024883024638349127;147_146:1","147_148:68;147_137:68;147_146:68","true"
"148","219.95740235673617","221.3948610030326","0.135009765625","0.08837890625","0.181640625","2600","0.00019675230076704545","0.00019675230076704545","0","0.00019675230076704545","0.00019675230076704545","148_147:0.001998399036303611;148_149:0.002013589757306644","148_147:0.0015108097470658832;148_149:1","148_147:68;148_149:68","true"
"149","220.20582763716507","225.0187187709598","0.02001953125","0.0380859375","0.001953125","2600","0.00028037327256874876","0.00028037327256874876","0","0.00028037327256874876","0.00028037327256874876","149_150:0.004046683034786336;149_148:0.002013589757306644","149_150:0.00480961290072382;149_148:1","149_150:68;149_148:68","true"
"150","226.12087351190615","184.53243838038068","0.0634765625","0.0517578125","0.0751953125","2600","0.00023924337310509444","0.00023924337310509444","0","0.00023924337310509444","0.00023924337310509444","150_149:0.004046683034786336;150_151:0.003212987251343946","150_149:0.00480961290072382;150_151:0.004643184018298135","150_149:68;150_151:68","true"
"151","185.564566973207","261.85078921322787","0.00537109375","0.0078125","0.0029296875","2600","0.0002423595416362202","0.0002423595416362202","0","0.0002423595416362202","0.0002423595416362202","151_138:0.005512467339759741;151_152:0.0027746089518357886;151_150:0.003212987251343946","151_138:0.0030260914026479235;151_152:0.003485530768165712;151_150:0.004643184018298135","151_138:68;151_152:68;151_150:68","true"
"152","195.07438180272018","55.75772398034271","0.021484375","0.02294921875","0.02001953125","2600","0.00022493149571565255","0.00022493149571565255","0","0.00022493149571565255","0.00022493149571565255","152_151:0.0027746089518357886;152_153:0.0019058405640943188","152_151:0.003485530768165712;152_153:0.0063759924143836355","152_151:68;152_153:68","true"
"153","264.06218910085147","201.60759154590244","0.003173828125","0.00634765625","0","2600","0.00011110364189872013","0.00011110364189872013","0","0.00011110364189872013","0.00011110364189872013","153_152:0.0019058405640943188;153_154:0.002375089043943124","153_152:0.0063759924143836355;153_154:1","153_152:68;153_154:68","true"
"154","232.32501567743694","102.40109461381435","0.005859375","0.01025390625","0.00146484375","2600","0.00018032676198561688","0.00018032676198561688","0","0.00018032676198561688","0.00018032676198561688","154_153:0.002375089043943124;154_155:0.0023443276914829614","154_153:1;154_155:0.002979564955942593","154_153:68;154_155:68","true"
"155","228.04816298219166","302.04888919003616","0.06689453125","0.09765625","0.0361328125","2600","0.0002425347977098587","0.0002425347977098587","0","0.0002425347977098587","0.0002425347977098587","155_139:0.0012757980733421048;155_154:0.0023443276914829614","155_139:0.0021503889221385075;155_154:0.002979564955942593","155_139:68;155_154:68","true"